1,119
2,4
120,160
157,0
72,116
151,67
8,80
36,103
38,112
71,10
69,32
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,a2,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,a1,2,2,2,1,0,2,1,2,2,1,2,1,1,2,0,2,1,1,1,1,2,2,0,2,2,1,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,2,1,0,1,2,0,2,0,1,1,2,2,1,1,2,1,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,a2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,b1,1,1,1,1,2,2,0,2,2,1,2,2,2,0,2,2,0,1,1,2,0,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,0,2,2
1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,a2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,b1,2,1,0,1,2,2,1,2,0,2,2,2,1,2,2,1,0,2,2,1,0,0,2,2,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,2,0,1,1,1,1,2,2,2,1,0,2,2,1,2
0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,a2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,b1,2,2,1,0,0,1,0,1,2,2,0,2,1,1,2,2,1,2,1,0,2,2,0,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,2,1,1,0,2,0,2,0,2,1,1,0,0,0,2,2,2
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,a2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,b1,1,1,1,1,2,0,2,1,1,2,0,1,1,0,2,2,1,1,1,1,0,2,0,2,2,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,2,1,2,0,2,1,1,2,1,1,2,2,2,2,0,1
0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,a2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,a1,1,1,0,1,0,1,1,2,0,2,2,0,2,2,0,0,1,1,1,1,1,0,0,1,2,1,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,2,2,2,2,0,2,2,1,1,1,0,1,1,0,0,1
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,a2,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,2,a1,0,2,2,1,2,0,2,1,1,0,0,2,1,2,2,2,2,0,1,1,0,2,2,0,2,2,0,2,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,2,0,0,0,2,2,1,1,1,2,0,1,1,2,2,1,2,2
1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,a2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,a1,2,1,1,1,0,2,1,1,2,2,1,1,0,2,2,0,1,0,1,1,1,2,2,2,2,1,1,1,2,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,2,1,0,1,1,2,0,2,1,1,2,0,2,1,2,2,1,2
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,a2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,b1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,0,2,2,1,2,1,0,2,0,2,1,1,2,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,2,2,2,1,0,2,0,1,1,1,2,1,2,1,1,2,2
0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,a2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,a1,2,0,1,1,0,1,1,2,2,1,0,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,2,0,2,0,2,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,a2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,b1,2,2,2,1,1,2,1,1,0,2,2,1,2,1,1,2,2,0,2,1,1,0,2,1,0,2,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,2,2,2,1,0,1,1,2,0,0,1,2,2,2
1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,a2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2,b1,2,2,2,1,1,1,1,0,1,0,2,0,0,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,2,2,2,2,1,1,2,1,2,2,2,1,1,2
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,a2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,a1,1,2,1,2,0,2,1,1,0,1,1,1,1,2,0,2,1,2,1,2,1,2,1,1,2,2,1,2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,2,0,2,2,2,2,1,0,2,1,1,2,2,1
1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,a2,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,b1,1,0,2,2,2,0,0,1,1,2,1,2,2,0,2,1,2,2,1,2,0,1,1,1,2,0,2,2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,0,1,2,0,0,1
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,a2,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,2,b1,1,2,2,2,1,1,1,1,1,0,1,1,2,1,2,2,2,0,1,1,1,2,2,1,0,0,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,0,2,2,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,a2,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,2,b1,1,2,1,1,0,1,2,0,2,2,2,1,1,0,2,1,2,1,1,1,1,2,0,0,2,2,2,1,2,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,2,2,1,1,0,1,2,1,1,0,1,2,2,0,2,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,a2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,a1,2,1,1,0,0,1,0,1,0,0,2,0,1,2,1,1,2,0,1,2,0,0,2,2,1,0,2,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,a2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,b1,1,1,1,0,1,2,1,2,2,2,2,0,2,2,0,2,2,2,1,0,0,0,1,0,1,1,2,1,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
